subdir frame_num face_startX face_startY face_endX face_endY face_height face_width face_x_center face_y_center yaw pitch roll raw_yaw raw_pitch raw_roll predicted_label attention_label
HH0647-rgb_2017_2_5_21_0_0 5 845.0 730.0 890.0 782.0 -0.458772958751532 -0.5863385580082016 -1.0040482554411796 -0.08201864431167272 0.6027595226116031 -0.12507134549698648 -0.6095559703624889 -2.0 -16.0 13.0 2 0
HH0647-rgb_2017_2_5_21_0_0 10 812.0 721.0 866.0 783.0 0.03071118240480903 -0.08461042525467215 -1.1202431351781212 -0.20152877233338132 1.468582642262212 0.24272739383011988 -1.720165924759299 6.0 -10.0 -8.0 2 2
HH0647-rgb_2017_2_5_21_0_0 15 809.0 745.0 862.0 807.0 0.03071118240480903 -0.14035799556061984 -1.13684240371197 0.5155319957968703 1.7932663121311903 0.30402718371797094 -1.773052113063909 9.0 -9.0 -9.0 2 0
HH0647-rgb_2017_2_5_21_0_0 15 1771.0 677.0 1865.0 788.0 2.42918347407088 2.145292386983236 2.942427838481373 -0.7990794124419243 1.2521268623495598 -0.12507134549698648 0.4481677957297111 4.0 -16.0 33.0 2 0
HH0647-rgb_2017_2_5_21_0_0 20 819.0 700.0 878.0 764.0 0.12860801063607724 0.1941274262750664 -1.0828947809769613 -0.7990794124419243 0.16984796278629882 -0.2476709252726886 -2.143255431196179 -6.0 -18.0 -16.0 2 0
HH0647-rgb_2017_2_5_21_0_0 20 1567.0 688.0 1700.0 827.0 3.799739069308635 4.319447628915197 2.174711668790866 -0.052141112306245574 -0.04660781712635333 -1.2284675634783055 1.082802055385031 -8.0 -34.0 45.0 2 0
HH0647-rgb_2017_2_5_21_0_0 25 807.0 721.0 865.0 787.0 0.22650483886734543 0.1383798559691187 -1.1326925865785078 -0.141773708322527 -0.2630635970390055 0.12012781405441776 -1.2970764183224188 -10.0 -12.0 0.0 2 0
HH0647-rgb_2017_2_5_21_0_0 25 nan nan nan nan nan nan nan nan nan nan nan nan nan nan 0 0
HH0647-rgb_2017_2_5_21_0_0 30 842.0 651.0 900.0 715.0 0.12860801063607724 0.1383798559691187 -0.9874489869073309 -2.2630784807078546 0.4945316326552771 -0.9219686140390503 -0.5037835937532689 -3.0 -29.0 15.0 2 0
HH0647-rgb_2017_2_5_21_0_0 30 nan nan nan nan nan nan nan nan nan nan nan nan nan nan 0 0
HH0647-rgb_2017_2_5_21_0_0 35 866.0 629.0 926.0 703.0 0.6180921517924183 0.2498749965810141 -0.8837035585707758 -2.770996524800116 1.0356710824369075 1.0396246623721839 -1.931710677977739 2.0 3.0 -12.0 2 0
HH0647-rgb_2017_2_5_21_0_0 35 nan nan nan nan nan nan nan nan nan nan nan nan nan nan 0 0
HH0647-rgb_2017_2_5_21_0_0 40 923.0 629.0 984.0 703.0 0.6180921517924183 0.3056225668869618 -0.6471639819634304 -2.770996524800116 1.7932663121311903 0.8557252927086305 -2.777889690851499 9.0 0.0 -28.0 2 0
HH0647-rgb_2017_2_5_21_0_0 40 nan nan nan nan nan nan nan nan nan nan nan nan nan nan 0 0
