subdir frame_num face_height face_width face_x_center face_y_center roll pitch yaw attention_label
HH0717-rgb_2017_2_4_21_0_0 1390 142 142 1366 591 -9.014108 15.88999 15.359357 1
HH0717-rgb_2017_2_4_21_0_0 1145 NA NA NA NA NA NA NA 0
HH0717-rgb_2017_2_4_21_0_0 1970 164 164 1266 602 -5.027984 3.1811814 27.360817 1
HH0717-rgb_2017_2_4_21_0_0 1780 127 127 1319 596 -13.272305 14.042204 28.589409 1
HH0717-rgb_2017_2_4_21_0_0 105 205 209 1299 640 -8.828137 7.0700655 68.069954 0
HH0717-rgb_2017_2_4_21_0_0 850 NA NA NA NA NA NA NA 0
HH0717-rgb_2017_2_4_21_0_0 110 205 209 1302 643 -5.454119 6.16573 75.686066 0
HH0717-rgb_2017_2_4_21_0_0 1795 128 128 1319 614 -9.624067 -8.958616 2.545753 1
HH0717-rgb_2017_2_4_21_0_0 1965 159 159 1276 602 -6.37897 -2.0618246 22.270128 1
HH0717-rgb_2017_2_4_21_0_0 1805 134 134 1316 625 -2.2207355 -4.452372 16.510454 1
HH0717-rgb_2017_2_4_21_0_0 1150 130 130 1371 673 -4.381286 -10.498324 2.2104003 0
HH0717-rgb_2017_2_4_21_0_0 1150 NA NA NA NA NA NA NA 0
HH0717-rgb_2017_2_4_21_0_0 925 NA NA NA NA NA NA NA 0
HH0717-rgb_2017_2_4_21_0_0 1385 133 133 1363 590 -12.969669 13.957358 16.78842 1
HH0717-rgb_2017_2_4_21_0_0 2115 122 122 1321 596 -0.6887893 -16.188635 -0.07914787 2
HH0717-rgb_2017_2_4_21_0_0 700 32 32 48 694 -2.037419 -3.5285978 2.8183544 1
HH0717-rgb_2017_2_4_21_0_0 1350 142 142 1319 599 -8.596351 5.9352446 12.180184 1
HH0717-rgb_2017_2_4_21_0_0 270 180 204 1305 655 -3.4872882 -7.438298 75.78557 1
HH0717-rgb_2017_2_4_21_0_0 1185 NA NA NA NA NA NA NA 0
HH0717-rgb_2017_2_4_21_0_0 310 126 126 1343 687 4.947749 -7.4852643 -12.107712 0
